Time,Local Time,CO2_1,CO2_2
1723524066.8116698,Tue Aug 13 06:41:06 2024,"1277
","10001
"
1723524126.2586834,Tue Aug 13 06:42:06 2024,"1272
","None
"
1723524186.352798,Tue Aug 13 06:43:06 2024,"1280
","10001
"
1723524245.7079165,Tue Aug 13 06:44:05 2024,"1295
","None
"
1723524306.888966,Tue Aug 13 06:45:06 2024,"1283
","10001
"
1723524366.1493647,Tue Aug 13 06:46:06 2024,"953
","None
"
1723524425.937772,Tue Aug 13 06:47:05 2024,"1267
","10001
"
1723524486.5717776,Tue Aug 13 06:48:06 2024,"1281
","None
"
1723524546.4707484,Tue Aug 13 06:49:06 2024,"1290
","10001
"
1723524606.0107589,Tue Aug 13 06:50:06 2024,"1295
","None
"
1723524665.516765,Tue Aug 13 06:51:05 2024,"1267
","10001
"
1723524725.9686954,Tue Aug 13 06:52:05 2024,"1289
","None
"
1723524786.0479245,Tue Aug 13 06:53:06 2024,"1289
","10001
"
1723524845.8980422,Tue Aug 13 06:54:05 2024,"1294
","None
"
1723524906.5813804,Tue Aug 13 06:55:06 2024,"1296
","10001
"
1723524965.8601582,Tue Aug 13 06:56:05 2024,"1282
","None
"
1723525026.6183374,Tue Aug 13 06:57:06 2024,"1301
","10001
"
1723525086.288127,Tue Aug 13 06:58:06 2024,"1284
","None
"
1723525145.6634378,Tue Aug 13 06:59:05 2024,"1301
","10001
"
1723525206.2305079,Tue Aug 13 07:00:06 2024,"1302
","None
"
1723525266.6904194,Tue Aug 13 07:01:06 2024,"1295
","10001
"
1723525326.1654487,Tue Aug 13 07:02:06 2024,"1298
","None
"
1723525385.7310255,Tue Aug 13 07:03:05 2024,"962
","10001
"
1723525446.1185656,Tue Aug 13 07:04:06 2024,"1282
","None
"
1723525506.2610168,Tue Aug 13 07:05:06 2024,"1293
","10001
"
1723525565.564219,Tue Aug 13 07:06:05 2024,"1299
","None
"
1723525626.2955651,Tue Aug 13 07:07:06 2024,"1295
","10001
"
1723525685.9901145,Tue Aug 13 07:08:05 2024,"1284
","None
"
1723525745.3355894,Tue Aug 13 07:09:05 2024,"1293
","10001
"
1723525805.9400597,Tue Aug 13 07:10:05 2024,"1294
","None
"
1723525866.3634994,Tue Aug 13 07:11:06 2024,"1029
","10001
"
1723525925.8810675,Tue Aug 13 07:12:05 2024,"1294
","None
"
1723525986.6079907,Tue Aug 13 07:13:06 2024,"1300
","None
"
1723526046.412146,Tue Aug 13 07:14:06 2024,"1289
","10001
"
1723526106.0497837,Tue Aug 13 07:15:06 2024,"1292
","None
"
1723526165.9501104,Tue Aug 13 07:16:05 2024,"1297
","10001
"
1723526226.4961646,Tue Aug 13 07:17:06 2024,"1287
","None
"
1723526286.479713,Tue Aug 13 07:18:06 2024,"1294
","10001
"
1723526345.9439883,Tue Aug 13 07:19:05 2024,"1285
","None
"
1723526407.0083816,Tue Aug 13 07:20:07 2024,"1304
","10001
"
1723526465.8813207,Tue Aug 13 07:21:05 2024,"1309
","None
"
1723526527.0428243,Tue Aug 13 07:22:07 2024,"1286
","10001
"
1723526585.3346777,Tue Aug 13 07:23:05 2024,"1302
","None
"
1723526646.0884717,Tue Aug 13 07:24:06 2024,"1295
","10001
"
1723526705.774119,Tue Aug 13 07:25:05 2024,"1312
","None
"
1723526766.6197305,Tue Aug 13 07:26:06 2024,"1307
","10001
"
1723526826.2156034,Tue Aug 13 07:27:06 2024,"1306
","None
"
1723526886.157932,Tue Aug 13 07:28:06 2024,"1284
","10001
"
1723526945.6644368,Tue Aug 13 07:29:05 2024,"1307
","None
"
1723527006.6843185,Tue Aug 13 07:30:06 2024,"1299
","10001
"
1723527066.101589,Tue Aug 13 07:31:06 2024,"1296
","None
"
1723527126.2188127,Tue Aug 13 07:32:06 2024,"1301
","10001
"
1723527186.5445912,Tue Aug 13 07:33:06 2024,"1290
","None
"
1723527246.2613053,Tue Aug 13 07:34:06 2024,"1315
","None
"
1723527305.7666466,Tue Aug 13 07:35:05 2024,"1306
","10001
"
1723527366.2113168,Tue Aug 13 07:36:06 2024,"1312
","None
"
1723527426.2891934,Tue Aug 13 07:37:06 2024,"1295
","10001
"
1723527485.6512818,Tue Aug 13 07:38:05 2024,"1301
","None
"
1723527546.8108711,Tue Aug 13 07:39:06 2024,"1328
","10001
"
1723527606.1033645,Tue Aug 13 07:40:06 2024,"1300
","None
"
1723527665.8471055,Tue Aug 13 07:41:05 2024,"1292
","10001
"
1723527726.5431824,Tue Aug 13 07:42:06 2024,"1316
","None
"
1723527786.3742192,Tue Aug 13 07:43:06 2024,"1324
","10001
"
1723527845.9814353,Tue Aug 13 07:44:05 2024,"1316
","None
"
1723527905.9088714,Tue Aug 13 07:45:05 2024,"1319
","10001
"
1723527966.4165733,Tue Aug 13 07:46:06 2024,"1319
","None
"
1723528026.1473188,Tue Aug 13 07:47:06 2024,"1297
","None
"
1723528085.949771,Tue Aug 13 07:48:05 2024,"1310
","10001
"
1723528146.5796025,Tue Aug 13 07:49:06 2024,"1313
","None
"
1723528206.477345,Tue Aug 13 07:50:06 2024,"1315
","10001
"
1723528266.027225,Tue Aug 13 07:51:06 2024,"1302
","None
"
1723528326.0117292,Tue Aug 13 07:52:06 2024,"1307
","10001
"
1723528385.470583,Tue Aug 13 07:53:05 2024,"1301
","None
"
1723528446.5397398,Tue Aug 13 07:54:06 2024,"1305
","10001
"
1723528506.4031978,Tue Aug 13 07:55:06 2024,"1327
","None
"
1723528566.0778067,Tue Aug 13 07:56:06 2024,"1316
","10001
"
1723528625.3537602,Tue Aug 13 07:57:05 2024,"1309
","None
"
1723528686.1171045,Tue Aug 13 07:58:06 2024,"1317
","10001
"
1723528745.802593,Tue Aug 13 07:59:05 2024,"1321
","None
"
1723528806.6473656,Tue Aug 13 08:00:06 2024,"1318
","10001
"
1723528866.233075,Tue Aug 13 08:01:06 2024,"1312
","None
"
1723528926.182369,Tue Aug 13 08:02:06 2024,"1324
","10001
"
1723528985.6782033,Tue Aug 13 08:03:05 2024,"1312
","None
"
1723529046.7079687,Tue Aug 13 08:04:06 2024,"1323
","10001
"
1723529106.1121776,Tue Aug 13 08:05:06 2024,"1317
","None
"
1723529166.2424195,Tue Aug 13 08:06:06 2024,"1305
","10001
"
1723529226.0544379,Tue Aug 13 08:07:06 2024,"1321
","None
"
1723529285.787491,Tue Aug 13 08:08:05 2024,"1327
","None
"
1723529346.2863667,Tue Aug 13 08:09:06 2024,"996
","10001
"
1723529405.7383294,Tue Aug 13 08:10:05 2024,"1335
","None
"
1723529466.811921,Tue Aug 13 08:11:06 2024,"1333
","10001
"
1723529526.1734593,Tue Aug 13 08:12:06 2024,"1330
","None
"
1723529586.345047,Tue Aug 13 08:13:06 2024,"1343
","10001
"
1723529645.6137931,Tue Aug 13 08:14:05 2024,"1316
","None
"
1723529706.3703647,Tue Aug 13 08:15:06 2024,"1307
","10001
"
1723529766.0473974,Tue Aug 13 08:16:06 2024,"1341
","None
"
1723529825.4028928,Tue Aug 13 08:17:05 2024,"1030
","10001
"
1723529885.978692,Tue Aug 13 08:18:05 2024,"1322
","None
"
1723529946.4198737,Tue Aug 13 08:19:06 2024,"1332
","10001
"
1723530005.9463408,Tue Aug 13 08:20:05 2024,"1329
","None
"
1723530065.6462505,Tue Aug 13 08:21:05 2024,"1338
","None
"
1723530126.4595664,Tue Aug 13 08:22:06 2024,"1313
","10001
"
1723530186.0829308,Tue Aug 13 08:23:06 2024,"1329
","None
"
1723530245.9882812,Tue Aug 13 08:24:05 2024,"1335
","10001
"
1723530305.5289295,Tue Aug 13 08:25:05 2024,"1309
","None
"
1723530366.5113523,Tue Aug 13 08:26:06 2024,"1346
","10001
"
1723530425.9526165,Tue Aug 13 08:27:05 2024,"1323
","None
"
1723530487.0334237,Tue Aug 13 08:28:07 2024,"1347
","10001
"
1723530545.9011412,Tue Aug 13 08:29:05 2024,"1325
","None
"
1723530607.0593998,Tue Aug 13 08:30:07 2024,"1337
","10001
"
1723530665.347647,Tue Aug 13 08:31:05 2024,"1311
","None
"
1723530726.0957913,Tue Aug 13 08:32:06 2024,"1329
","10001
"
1723530785.7770708,Tue Aug 13 08:33:05 2024,"1327
","None
"
1723530846.615296,Tue Aug 13 08:34:06 2024,"1359
","10001
"
1723530906.215553,Tue Aug 13 08:35:06 2024,"1352
","None
"
1723530966.1440637,Tue Aug 13 08:36:06 2024,"1328
","10001
"
1723531025.643286,Tue Aug 13 08:37:05 2024,"1348
","None
"
1723531086.6660311,Tue Aug 13 08:38:06 2024,"1357
","10001
"
1723531146.074386,Tue Aug 13 08:39:06 2024,"1346
","None
"
1723531206.193577,Tue Aug 13 08:40:06 2024,"1337
","10001
"
1723531266.0086489,Tue Aug 13 08:41:06 2024,"1343
","None
"
1723531325.7217352,Tue Aug 13 08:42:05 2024,"1062
","10001
"
1723531385.9695807,Tue Aug 13 08:43:05 2024,"1069
","None
"
1723531445.7481723,Tue Aug 13 08:44:05 2024,"1332
","10001
"
1723531506.3892875,Tue Aug 13 08:45:06 2024,"1335
","None
"
1723531566.2718582,Tue Aug 13 08:46:06 2024,"1345
","10001
"
1723531625.8188019,Tue Aug 13 08:47:05 2024,"1351
","None
"
1723531686.7957706,Tue Aug 13 08:48:06 2024,"1341
","10001
"
1723531746.257817,Tue Aug 13 08:49:06 2024,"1331
","None
"
1723531806.3294673,Tue Aug 13 08:50:06 2024,"1328
","10001
"
1723531865.6909726,Tue Aug 13 08:51:05 2024,"1344
","None
"
1723531926.855662,Tue Aug 13 08:52:06 2024,"1358
","10001
"
1723531985.8753388,Tue Aug 13 08:53:05 2024,"1336
","10001
"
1723532046.348826,Tue Aug 13 08:54:06 2024,"1348
","None
"
1723532106.401426,Tue Aug 13 08:55:06 2024,"1342
","10001
"
1723532165.7806425,Tue Aug 13 08:56:05 2024,"1352
","None
"
1723532226.9268308,Tue Aug 13 08:57:06 2024,"1348
","10001
"
1723532285.7162805,Tue Aug 13 08:58:05 2024,"1343
","None
"
1723532346.457762,Tue Aug 13 08:59:06 2024,"1325
","10001
"
1723532406.1529226,Tue Aug 13 09:00:06 2024,"1342
","None
"
1723532465.9916928,Tue Aug 13 09:01:05 2024,"1326
","10001
"
1723532525.596946,Tue Aug 13 09:02:05 2024,"1347
","None
"
1723532586.5177684,Tue Aug 13 09:03:06 2024,"1348
","10001
"
1723532646.027902,Tue Aug 13 09:04:06 2024,"1360
","None
"
1723532706.0467975,Tue Aug 13 09:05:06 2024,"1339
","10001
"
1723532765.4684525,Tue Aug 13 09:06:05 2024,"1327
","None
"
1723532826.5697362,Tue Aug 13 09:07:06 2024,"1343
","10001
"
1723532885.90345,Tue Aug 13 09:08:05 2024,"1348
","None
"
1723532946.1004002,Tue Aug 13 09:09:06 2024,"1348
","10001
"
1723533005.3610756,Tue Aug 13 09:10:05 2024,"1094
","None
"
1723533066.1259727,Tue Aug 13 09:11:06 2024,"1350
","10001
"
1723533125.7770689,Tue Aug 13 09:12:05 2024,"1355
","None
"
1723533186.1471705,Tue Aug 13 09:13:06 2024,"1092
","10001
"
1723533245.718641,Tue Aug 13 09:14:05 2024,"1363
","None
"
1723533306.663303,Tue Aug 13 09:15:06 2024,"1367
","10001
"
